rid,date,eid,cid,rate
1081,2022-04-07 02:00:00,2,BTC,43371.79
1082,2022-04-07 02:00:00,3,BTC,43384.85
1083,2022-04-07 02:00:00,4,BTC,43387.6
1084,2022-04-07 02:00:00,5,BTC,43387.0
1085,2022-04-07 02:00:00,1,ETH,3217.08
1086,2022-04-07 02:00:00,2,ETH,3216.79
1087,2022-04-07 02:00:00,3,ETH,3216.92
1088,2022-04-07 02:00:00,4,ETH,3218.55
1089,2022-04-07 02:00:00,5,ETH,3216.6
1090,2022-04-07 02:00:00,1,LTC,112.7
1091,2022-04-07 02:00:00,2,LTC,112.76
1092,2022-04-07 02:00:00,3,LTC,112.73
1093,2022-04-07 02:00:00,4,LTC,112.79
1094,2022-04-07 02:00:00,5,LTC,112.8
1095,2022-04-07 02:00:00,1,LUNA,108.15
1096,2022-04-07 02:00:00,2,LUNA,108.2
1097,2022-04-07 02:00:00,3,LUNA,108.1514
1098,2022-04-07 02:00:00,4,LUNA,108.19
1099,2022-04-07 02:00:00,5,LUNA,108.15
1100,2022-04-07 02:00:00,1,ADA,1.073
1101,2022-04-07 02:00:00,2,ADA,1.0733
1102,2022-04-07 02:00:00,3,ADA,1.072191
1103,2022-04-07 02:00:00,4,ADA,1.073298
1104,2022-04-07 02:00:00,5,ADA,1.071675
1105,2022-04-07 02:00:00,1,DOT,20.06
1106,2022-04-07 02:00:00,2,DOT,20.09
1107,2022-04-07 02:00:00,3,DOT,20.0664
1108,2022-04-07 02:00:00,4,DOT,20.0932
1109,2022-04-07 02:00:00,5,DOT,20.075
1110,2022-04-07 03:00:00,1,BTC,43403.23
1111,2022-04-07 03:00:00,2,BTC,43392.24
1112,2022-04-07 03:00:00,3,BTC,43403.21
1113,2022-04-07 03:00:00,4,BTC,43407.4
1114,2022-04-07 03:00:00,5,BTC,43416.0
1115,2022-04-07 03:00:00,1,ETH,3215.69
1116,2022-04-07 03:00:00,2,ETH,3213.72
1117,2022-04-07 03:00:00,3,ETH,3215.33
1118,2022-04-07 03:00:00,4,ETH,3215.01
1119,2022-04-07 03:00:00,5,ETH,3215.3
1120,2022-04-07 03:00:00,1,LTC,113.0
1121,2022-04-07 03:00:00,2,LTC,112.94
1122,2022-04-07 03:00:00,3,LTC,112.97
1123,2022-04-07 03:00:00,4,LTC,112.84
1124,2022-04-07 03:00:00,5,LTC,112.91
1125,2022-04-07 03:00:00,1,LUNA,108.76
1126,2022-04-07 03:00:00,2,LUNA,108.51
1127,2022-04-07 03:00:00,3,LUNA,108.7366
1128,2022-04-07 03:00:00,4,LUNA,108.68
1129,2022-04-07 03:00:00,5,LUNA,108.74
1130,2022-04-07 03:00:00,1,ADA,1.073
1131,2022-04-07 03:00:00,2,ADA,1.0722
1132,2022-04-07 03:00:00,3,ADA,1.072745
1133,2022-04-07 03:00:00,4,ADA,1.073044
1134,2022-04-07 03:00:00,5,ADA,1.07199
1135,2022-04-07 03:00:00,1,DOT,20.2
1136,2022-04-07 03:00:00,2,DOT,20.2
1137,2022-04-07 03:00:00,3,DOT,20.2042
1138,2022-04-07 03:00:00,4,DOT,20.1889
1139,2022-04-07 03:00:00,5,DOT,20.206
1140,2022-04-07 04:00:00,1,BTC,43445.34
1141,2022-04-07 04:00:00,2,BTC,43450.33
1142,2022-04-07 04:00:00,3,BTC,43443.56
1143,2022-04-07 04:00:00,4,BTC,43477.4
1144,2022-04-07 04:00:00,5,BTC,43446.0
1145,2022-04-07 04:00:00,1,ETH,3225.91
1146,2022-04-07 04:00:00,2,ETH,3225.3
1147,2022-04-07 04:00:00,3,ETH,3225.46
1148,2022-04-07 04:00:00,4,ETH,3225.37
1149,2022-04-07 04:00:00,5,ETH,3225.3
1150,2022-04-07 04:00:00,1,LTC,113.4
1151,2022-04-07 04:00:00,2,LTC,113.39
1152,2022-04-07 04:00:00,3,LTC,113.32
1153,2022-04-07 04:00:00,4,LTC,113.34
1154,2022-04-07 04:00:00,5,LTC,113.295
1155,2022-04-07 04:00:00,1,LUNA,108.92
1156,2022-04-07 04:00:00,2,LUNA,108.92
1157,2022-04-07 04:00:00,3,LUNA,108.8913
1158,2022-04-07 04:00:00,4,LUNA,109.2
1159,2022-04-07 04:00:00,5,LUNA,108.87
1160,2022-04-07 04:00:00,1,ADA,1.088
1161,2022-04-07 04:00:00,2,ADA,1.0871
1162,2022-04-07 04:00:00,3,ADA,1.08709
1163,2022-04-07 04:00:00,4,ADA,1.087553
1164,2022-04-07 04:00:00,5,ADA,1.08736
1165,2022-04-07 04:00:00,1,DOT,20.23
1166,2022-04-07 04:00:00,2,DOT,20.24
1167,2022-04-07 04:00:00,3,DOT,20.2362
1168,2022-04-07 04:00:00,4,DOT,20.2262
1169,2022-04-07 04:00:00,5,DOT,20.23
1170,2022-04-07 05:00:00,1,BTC,43518.25
1171,2022-04-07 05:00:00,2,BTC,43523.73
1172,2022-04-07 05:00:00,3,BTC,43517.05
1173,2022-04-07 05:00:00,4,BTC,43525.8
1174,2022-04-07 05:00:00,5,BTC,43521.0
1175,2022-04-07 05:00:00,1,ETH,3223.72
1176,2022-04-07 05:00:00,2,ETH,3223.82
1177,2022-04-07 05:00:00,3,ETH,3223.63
1178,2022-04-07 05:00:00,4,ETH,3222.63
1179,2022-04-07 05:00:00,5,ETH,3224.0
1180,2022-04-07 05:00:00,1,LTC,113.4
1181,2022-04-07 05:00:00,2,LTC,113.41
1182,2022-04-07 05:00:00,3,LTC,113.36
1183,2022-04-07 05:00:00,4,LTC,113.26
1184,2022-04-07 05:00:00,5,LTC,113.36
1185,2022-04-07 05:00:00,1,LUNA,108.14
1186,2022-04-07 05:00:00,2,LUNA,108.18
1187,2022-04-07 05:00:00,3,LUNA,108.116
1188,2022-04-07 05:00:00,4,LUNA,108.3
1189,2022-04-07 05:00:00,5,LUNA,108.19
1190,2022-04-07 05:00:00,1,ADA,1.085
1191,2022-04-07 05:00:00,2,ADA,1.0857
1192,2022-04-07 05:00:00,3,ADA,1.084799
1193,2022-04-07 05:00:00,4,ADA,1.085229
1194,2022-04-07 05:00:00,5,ADA,1.084095
1195,2022-04-07 05:00:00,1,DOT,20.28
1196,2022-04-07 05:00:00,2,DOT,20.28
1197,2022-04-07 05:00:00,3,DOT,20.2866
1198,2022-04-07 05:00:00,4,DOT,20.2785
1199,2022-04-07 05:00:00,5,DOT,20.275
1200,2022-04-07 06:00:00,1,BTC,43457.98
1201,2022-04-07 06:00:00,2,BTC,43432.29
1202,2022-04-07 06:00:00,3,BTC,43461.79
1203,2022-04-07 06:00:00,4,BTC,43460.4
1204,2022-04-07 06:00:00,5,BTC,43468.0
1205,2022-04-07 06:00:00,1,ETH,3228.75
1206,2022-04-07 06:00:00,2,ETH,3226.84
1207,2022-04-07 06:00:00,3,ETH,3228.83
1208,2022-04-07 06:00:00,4,ETH,3226.97
1209,2022-04-07 06:00:00,5,ETH,3228.6
1210,2022-04-07 06:00:00,1,LTC,113.7
1211,2022-04-07 06:00:00,2,LTC,113.55
1212,2022-04-07 06:00:00,3,LTC,113.62
1213,2022-04-07 06:00:00,4,LTC,113.51
1214,2022-04-07 06:00:00,5,LTC,113.605
1215,2022-04-07 06:00:00,1,LUNA,106.69
1216,2022-04-07 06:00:00,2,LUNA,106.78
1217,2022-04-07 06:00:00,3,LUNA,106.6798
1218,2022-04-07 06:00:00,4,LUNA,106.78
1219,2022-04-07 06:00:00,5,LUNA,106.67
1220,2022-04-07 06:00:00,1,ADA,1.081
1221,2022-04-07 06:00:00,2,ADA,1.0813
1222,2022-04-07 06:00:00,3,ADA,1.080715
1223,2022-04-07 06:00:00,4,ADA,1.080983
1224,2022-04-07 06:00:00,5,ADA,1.080535
1225,2022-04-07 06:00:00,1,DOT,20.18
1226,2022-04-07 06:00:00,2,DOT,20.18
1227,2022-04-07 06:00:00,3,DOT,20.1644
1228,2022-04-07 06:00:00,4,DOT,20.1665
1229,2022-04-07 06:00:00,5,DOT,20.179
1230,2022-04-07 07:00:00,1,BTC,43390.58
1231,2022-04-07 07:00:00,2,BTC,43398.92
1232,2022-04-07 07:00:00,3,BTC,43395.85
1233,2022-04-07 07:00:00,4,BTC,43417.4
1234,2022-04-07 07:00:00,5,BTC,43400.0
1235,2022-04-07 07:00:00,1,ETH,3219.85
1236,2022-04-07 07:00:00,2,ETH,3220.96
1237,2022-04-07 07:00:00,3,ETH,3219.73
1238,2022-04-07 07:00:00,4,ETH,3222.62
1239,2022-04-07 07:00:00,5,ETH,3218.9
1240,2022-04-07 07:00:00,1,LTC,113.9
1241,2022-04-07 07:00:00,2,LTC,114.03
1242,2022-04-07 07:00:00,3,LTC,113.83
1243,2022-04-07 07:00:00,4,LTC,114.03
1244,2022-04-07 07:00:00,5,LTC,113.85
1245,2022-04-07 07:00:00,1,LUNA,105.66
1246,2022-04-07 07:00:00,2,LUNA,105.77
1247,2022-04-07 07:00:00,3,LUNA,105.7141
1248,2022-04-07 07:00:00,4,LUNA,105.64
1249,2022-04-07 07:00:00,5,LUNA,105.64
1250,2022-04-07 07:00:00,1,ADA,1.081
1251,2022-04-07 07:00:00,2,ADA,1.0824
1252,2022-04-07 07:00:00,3,ADA,1.081526
1253,2022-04-07 07:00:00,4,ADA,1.082345
1254,2022-04-07 07:00:00,5,ADA,1.081065
1255,2022-04-07 07:00:00,1,DOT,20.16
1256,2022-04-07 07:00:00,2,DOT,20.18
1257,2022-04-07 07:00:00,3,DOT,20.1673
1258,2022-04-07 07:00:00,4,DOT,20.1871
1259,2022-04-07 07:00:00,5,DOT,20.162
1260,2022-04-07 08:00:00,1,BTC,43759.49
1261,2022-04-07 08:00:00,2,BTC,43733.21
1262,2022-04-07 08:00:00,3,BTC,43755.5
1263,2022-04-07 08:00:00,4,BTC,43761.1
1264,2022-04-07 08:00:00,5,BTC,43758.0
1265,2022-04-07 08:00:00,1,ETH,3251.67
1266,2022-04-07 08:00:00,2,ETH,3247.48
1267,2022-04-07 08:00:00,3,ETH,3251.24
1268,2022-04-07 08:00:00,4,ETH,3250.01
1269,2022-04-07 08:00:00,5,ETH,3251.3
1270,2022-04-07 08:00:00,1,LTC,114.8
1271,2022-04-07 08:00:00,2,LTC,114.62
1272,2022-04-07 08:00:00,3,LTC,114.76
1273,2022-04-07 08:00:00,4,LTC,114.84
1274,2022-04-07 08:00:00,5,LTC,114.75
1275,2022-04-07 08:00:00,1,LUNA,106.51
1276,2022-04-07 08:00:00,2,LUNA,106.48
1277,2022-04-07 08:00:00,3,LUNA,106.517
1278,2022-04-07 08:00:00,4,LUNA,106.49
1279,2022-04-07 08:00:00,5,LUNA,106.44
1280,2022-04-07 08:00:00,1,ADA,1.091
1281,2022-04-07 08:00:00,2,ADA,1.0905
1282,2022-04-07 08:00:00,3,ADA,1.090962
1283,2022-04-07 08:00:00,4,ADA,1.090683
1284,2022-04-07 08:00:00,5,ADA,1.090275
1285,2022-04-07 08:00:00,1,DOT,20.42
1286,2022-04-07 08:00:00,2,DOT,20.41
1287,2022-04-07 08:00:00,3,DOT,20.4145
1288,2022-04-07 08:00:00,4,DOT,20.4136
1289,2022-04-07 08:00:00,5,DOT,20.409
1290,2022-04-07 09:00:00,1,BTC,43558.9
1291,2022-04-07 09:00:00,2,BTC,43574.95
1292,2022-04-07 09:00:00,3,BTC,43555.92
1293,2022-04-07 09:00:00,4,BTC,43572.9
1294,2022-04-07 09:00:00,5,BTC,43567.0
1295,2022-04-07 09:00:00,1,ETH,3232.19
1296,2022-04-07 09:00:00,2,ETH,3233.46
1297,2022-04-07 09:00:00,3,ETH,3232.5
1298,2022-04-07 09:00:00,4,ETH,3231.53
1299,2022-04-07 09:00:00,5,ETH,3232.1
1300,2022-04-07 09:00:00,1,LTC,113.8
1301,2022-04-07 09:00:00,2,LTC,113.72
1302,2022-04-07 09:00:00,3,LTC,113.74
1303,2022-04-07 09:00:00,4,LTC,113.7
1304,2022-04-07 09:00:00,5,LTC,113.71
1305,2022-04-07 09:00:00,1,LUNA,105.65
1306,2022-04-07 09:00:00,2,LUNA,105.66
1307,2022-04-07 09:00:00,3,LUNA,105.6439
1308,2022-04-07 09:00:00,4,LUNA,105.57
1309,2022-04-07 09:00:00,5,LUNA,105.58
1310,2022-04-07 09:00:00,1,ADA,1.084
1311,2022-04-07 09:00:00,2,ADA,1.085
1312,2022-04-07 09:00:00,3,ADA,1.083926
1313,2022-04-07 09:00:00,4,ADA,1.084477
1314,2022-04-07 09:00:00,5,ADA,1.08388
1315,2022-04-07 09:00:00,1,DOT,20.28
1316,2022-04-07 09:00:00,2,DOT,20.29
1317,2022-04-07 09:00:00,3,DOT,20.2837
1318,2022-04-07 09:00:00,4,DOT,20.2788
1319,2022-04-07 09:00:00,5,DOT,20.268
1320,2022-04-07 10:00:00,1,BTC,43663.61
1321,2022-04-07 10:00:00,2,BTC,43653.93
1322,2022-04-07 10:00:00,3,BTC,43655.42
1323,2022-04-07 10:00:00,4,BTC,43646.3
1324,2022-04-07 10:00:00,5,BTC,43662.0
1325,2022-04-07 10:00:00,1,ETH,3230.05
1326,2022-04-07 10:00:00,2,ETH,3228.49
1327,2022-04-07 10:00:00,3,ETH,3229.75
1328,2022-04-07 10:00:00,4,ETH,3230.37
1329,2022-04-07 10:00:00,5,ETH,3229.7
1330,2022-04-07 10:00:00,1,LTC,114.4
1331,2022-04-07 10:00:00,2,LTC,114.35
1332,2022-04-07 10:00:00,3,LTC,114.35
1333,2022-04-07 10:00:00,4,LTC,114.33
1334,2022-04-07 10:00:00,5,LTC,114.265
1335,2022-04-07 10:00:00,1,LUNA,105.09
1336,2022-04-07 10:00:00,2,LUNA,105.34
1337,2022-04-07 10:00:00,3,LUNA,105.0843
1338,2022-04-07 10:00:00,4,LUNA,105.15
1339,2022-04-07 10:00:00,5,LUNA,105.1
1340,2022-04-07 10:00:00,1,ADA,1.087
1341,2022-04-07 10:00:00,2,ADA,1.0872
1342,2022-04-07 10:00:00,3,ADA,1.086611
1343,2022-04-07 10:00:00,4,ADA,1.086373
1344,2022-04-07 10:00:00,5,ADA,1.08574
1345,2022-04-07 10:00:00,1,DOT,20.3
1346,2022-04-07 10:00:00,2,DOT,20.3
1347,2022-04-07 10:00:00,3,DOT,20.3
1348,2022-04-07 10:00:00,4,DOT,20.3137
1349,2022-04-07 10:00:00,5,DOT,20.33
1350,2022-04-07 11:00:00,1,BTC,43477.47
1351,2022-04-07 11:00:00,2,BTC,43409.37
1352,2022-04-07 11:00:00,3,BTC,43478.33
1353,2022-04-07 11:00:00,4,BTC,43446.6
1354,2022-04-07 11:00:00,5,BTC,43484.0
1355,2022-04-07 11:00:00,1,ETH,3197.18
1356,2022-04-07 11:00:00,2,ETH,3189.47
1357,2022-04-07 11:00:00,3,ETH,3194.98
1358,2022-04-07 11:00:00,4,ETH,3195.49
1359,2022-04-07 11:00:00,5,ETH,3194.9
1360,2022-04-07 11:00:00,1,LTC,113.2
1361,2022-04-07 11:00:00,2,LTC,113.0
1362,2022-04-07 11:00:00,3,LTC,113.22
1363,2022-04-07 11:00:00,4,LTC,113.11
1364,2022-04-07 11:00:00,5,LTC,113.27
1365,2022-04-07 11:00:00,1,LUNA,103.06
1366,2022-04-07 11:00:00,2,LUNA,102.69
1367,2022-04-07 11:00:00,3,LUNA,103.0145
1368,2022-04-07 11:00:00,4,LUNA,103.01
1369,2022-04-07 11:00:00,5,LUNA,102.99
1370,2022-04-07 11:00:00,1,ADA,1.074
1371,2022-04-07 11:00:00,2,ADA,1.0723
1372,2022-04-07 11:00:00,3,ADA,1.073428
1373,2022-04-07 11:00:00,4,ADA,1.07096
1374,2022-04-07 11:00:00,5,ADA,1.072115
1375,2022-04-07 11:00:00,1,DOT,19.98
1376,2022-04-07 11:00:00,2,DOT,19.97
1377,2022-04-07 11:00:00,3,DOT,19.9772
1378,2022-04-07 11:00:00,4,DOT,19.995
1379,2022-04-07 11:00:00,5,DOT,20.016
1380,2022-04-07 12:00:00,1,BTC,43325.09
1381,2022-04-07 12:00:00,2,BTC,43316.3
1382,2022-04-07 12:00:00,3,BTC,43325.81
1383,2022-04-07 12:00:00,4,BTC,43348.5
1384,2022-04-07 12:00:00,5,BTC,43325.0
1385,2022-04-07 12:00:00,1,ETH,3198.87
1386,2022-04-07 12:00:00,2,ETH,3196.75
1387,2022-04-07 12:00:00,3,ETH,3198.29
1388,2022-04-07 12:00:00,4,ETH,3199.09
1389,2022-04-07 12:00:00,5,ETH,3198.4
1390,2022-04-07 12:00:00,1,LTC,113.2
1391,2022-04-07 12:00:00,2,LTC,113.27
1392,2022-04-07 12:00:00,3,LTC,113.24
1393,2022-04-07 12:00:00,4,LTC,113.31
1394,2022-04-07 12:00:00,5,LTC,113.33
1395,2022-04-07 12:00:00,1,LUNA,103.39
1396,2022-04-07 12:00:00,2,LUNA,103.4
1397,2022-04-07 12:00:00,3,LUNA,103.3797
1398,2022-04-07 12:00:00,4,LUNA,103.33
1399,2022-04-07 12:00:00,5,LUNA,103.36
1400,2022-04-07 12:00:00,1,ADA,1.072
1401,2022-04-07 12:00:00,2,ADA,1.072
1402,2022-04-07 12:00:00,3,ADA,1.07251
1403,2022-04-07 12:00:00,4,ADA,1.072686
1404,2022-04-07 12:00:00,5,ADA,1.072495
1405,2022-04-07 12:00:00,1,DOT,19.99
1406,2022-04-07 12:00:00,2,DOT,19.99
1407,2022-04-07 12:00:00,3,DOT,19.9853
1408,2022-04-07 12:00:00,4,DOT,19.9947
1409,2022-04-07 12:00:00,5,DOT,19.997
1410,2022-04-07 13:00:00,1,BTC,43494.03
1411,2022-04-07 13:00:00,2,BTC,43464.54
1412,2022-04-07 13:00:00,3,BTC,43494.86
1413,2022-04-07 13:00:00,4,BTC,43488.0
1414,2022-04-07 13:00:00,5,BTC,43494.0
1415,2022-04-07 13:00:00,1,ETH,3221.3
1416,2022-04-07 13:00:00,2,ETH,3217.54
1417,2022-04-07 13:00:00,3,ETH,3221.41
1418,2022-04-07 13:00:00,4,ETH,3219.33
1419,2022-04-07 13:00:00,5,ETH,3221.0
1420,2022-04-07 13:00:00,1,LTC,113.6
1421,2022-04-07 13:00:00,2,LTC,113.57
1422,2022-04-07 13:00:00,3,LTC,113.58
1423,2022-04-07 13:00:00,4,LTC,113.54
1424,2022-04-07 13:00:00,5,LTC,113.64
1425,2022-04-07 13:00:00,1,LUNA,104.8
1426,2022-04-07 13:00:00,2,LUNA,104.69
1427,2022-04-07 13:00:00,3,LUNA,104.8035
1428,2022-04-07 13:00:00,4,LUNA,104.74
1429,2022-04-07 13:00:00,5,LUNA,104.78
1430,2022-04-07 13:00:00,1,ADA,1.087
1431,2022-04-07 13:00:00,2,ADA,1.0862
1432,2022-04-07 13:00:00,3,ADA,1.087367
1433,2022-04-07 13:00:00,4,ADA,1.086942
1434,2022-04-07 13:00:00,5,ADA,1.086825
1435,2022-04-07 13:00:00,1,DOT,20.22
1436,2022-04-07 13:00:00,2,DOT,20.2
1437,2022-04-07 13:00:00,3,DOT,20.2211
1438,2022-04-07 13:00:00,4,DOT,20.2157
1439,2022-04-07 13:00:00,5,DOT,20.229
1440,2022-04-07 14:00:00,1,BTC,43686.13
1441,2022-04-07 14:00:00,2,BTC,43642.46
1442,2022-04-07 14:00:00,3,BTC,43678.86
1443,2022-04-07 14:00:00,4,BTC,43678.2
1444,2022-04-07 14:00:00,5,BTC,43688.0
1445,2022-04-07 14:00:00,1,ETH,3227.02
1446,2022-04-07 14:00:00,2,ETH,3224.03
1447,2022-04-07 14:00:00,3,ETH,3226.9
1448,2022-04-07 14:00:00,4,ETH,3224.03
1449,2022-04-07 14:00:00,5,ETH,3226.5
1450,2022-04-07 14:00:00,1,LTC,113.7
1451,2022-04-07 14:00:00,2,LTC,113.57
1452,2022-04-07 14:00:00,3,LTC,113.68
1453,2022-04-07 14:00:00,4,LTC,113.57
1454,2022-04-07 14:00:00,5,LTC,113.695
1455,2022-04-07 14:00:00,1,LUNA,104.61
1456,2022-04-07 14:00:00,2,LUNA,104.48
1457,2022-04-07 14:00:00,3,LUNA,104.6286
1458,2022-04-07 14:00:00,4,LUNA,104.38
1459,2022-04-07 14:00:00,5,LUNA,104.65
1460,2022-04-07 14:00:00,1,ADA,1.087
1461,2022-04-07 14:00:00,2,ADA,1.0851
1462,2022-04-07 14:00:00,3,ADA,1.085907
1463,2022-04-07 14:00:00,4,ADA,1.085448
1464,2022-04-07 14:00:00,5,ADA,1.085545
1465,2022-04-07 14:00:00,1,DOT,20.3
1466,2022-04-07 14:00:00,2,DOT,20.26
1467,2022-04-07 14:00:00,3,DOT,20.2978
1468,2022-04-07 14:00:00,4,DOT,20.2873
1469,2022-04-07 14:00:00,5,DOT,20.276
1470,2022-04-07 15:00:00,1,BTC,43708.38
1471,2022-04-07 15:00:00,2,BTC,43696.6
1472,2022-04-07 15:00:00,3,BTC,43705.23
1473,2022-04-07 15:00:00,4,BTC,43690.0
1474,2022-04-07 15:00:00,5,BTC,43706.0
1475,2022-04-07 15:00:00,1,ETH,3240.15
1476,2022-04-07 15:00:00,2,ETH,3238.7
1477,2022-04-07 15:00:00,3,ETH,3240.08
1478,2022-04-07 15:00:00,4,ETH,3238.01
1479,2022-04-07 15:00:00,5,ETH,3239.9
1480,2022-04-07 15:00:00,1,LTC,114.3
1481,2022-04-07 15:00:00,2,LTC,114.26
1482,2022-04-07 15:00:00,3,LTC,114.29
1483,2022-04-07 15:00:00,4,LTC,114.26
1484,2022-04-07 15:00:00,5,LTC,114.28
1485,2022-04-07 15:00:00,1,LUNA,103.84
1486,2022-04-07 15:00:00,2,LUNA,103.86
1487,2022-04-07 15:00:00,3,LUNA,103.8774
1488,2022-04-07 15:00:00,4,LUNA,103.9
1489,2022-04-07 15:00:00,5,LUNA,103.89
1490,2022-04-07 15:00:00,1,ADA,1.091
1491,2022-04-07 15:00:00,2,ADA,1.0897
1492,2022-04-07 15:00:00,3,ADA,1.091073
1493,2022-04-07 15:00:00,4,ADA,1.08953
1494,2022-04-07 15:00:00,5,ADA,1.091475
1495,2022-04-07 15:00:00,1,DOT,20.43
1496,2022-04-07 15:00:00,2,DOT,20.41
1497,2022-04-07 15:00:00,3,DOT,20.4363
1498,2022-04-07 15:00:00,4,DOT,20.4125
1499,2022-04-07 15:00:00,5,DOT,20.44
1500,2022-04-07 16:00:00,1,BTC,43376.24
1501,2022-04-07 16:00:00,2,BTC,43392.63
1502,2022-04-07 16:00:00,3,BTC,43374.17
1503,2022-04-07 16:00:00,4,BTC,43412.4
1504,2022-04-07 16:00:00,5,BTC,43380.0
1505,2022-04-07 16:00:00,1,ETH,3217.09
1506,2022-04-07 16:00:00,2,ETH,3219.55
1507,2022-04-07 16:00:00,3,ETH,3217.28
1508,2022-04-07 16:00:00,4,ETH,3220.0
1509,2022-04-07 16:00:00,5,ETH,3217.6
1510,2022-04-07 16:00:00,1,LTC,113.7
1511,2022-04-07 16:00:00,2,LTC,113.79
1512,2022-04-07 16:00:00,3,LTC,113.78
1513,2022-04-07 16:00:00,4,LTC,113.82
1514,2022-04-07 16:00:00,5,LTC,113.85
1515,2022-04-07 16:00:00,1,LUNA,102.0
1516,2022-04-07 16:00:00,2,LUNA,102.11
1517,2022-04-07 16:00:00,3,LUNA,102.0091
1518,2022-04-07 16:00:00,4,LUNA,102.09
1519,2022-04-07 16:00:00,5,LUNA,102.02
1520,2022-04-07 16:00:00,1,ADA,1.082
1521,2022-04-07 16:00:00,2,ADA,1.0828
1522,2022-04-07 16:00:00,3,ADA,1.082702
1523,2022-04-07 16:00:00,4,ADA,1.082176
1524,2022-04-07 16:00:00,5,ADA,1.082835
1525,2022-04-07 16:00:00,1,DOT,20.35
1526,2022-04-07 16:00:00,2,DOT,20.37
1527,2022-04-07 16:00:00,3,DOT,20.3535
1528,2022-04-07 16:00:00,4,DOT,20.37
1529,2022-04-07 16:00:00,5,DOT,20.356
1530,2022-04-07 17:00:00,1,BTC,43583.57
1531,2022-04-07 17:00:00,2,BTC,43575.39
1532,2022-04-07 17:00:00,3,BTC,43580.0
1533,2022-04-07 17:00:00,4,BTC,43586.4
1534,2022-04-07 17:00:00,5,BTC,43586.0
1535,2022-04-07 17:00:00,1,ETH,3242.54
1536,2022-04-07 17:00:00,2,ETH,3239.46
1537,2022-04-07 17:00:00,3,ETH,3242.6
1538,2022-04-07 17:00:00,4,ETH,3240.4
1539,2022-04-07 17:00:00,5,ETH,3242.8
1540,2022-04-07 17:00:00,1,LTC,114.0
1541,2022-04-07 17:00:00,2,LTC,114.01
1542,2022-04-07 17:00:00,3,LTC,114.06
1543,2022-04-07 17:00:00,4,LTC,113.95
1544,2022-04-07 17:00:00,5,LTC,114.015
1545,2022-04-07 17:00:00,1,LUNA,101.89
1546,2022-04-07 17:00:00,2,LUNA,101.93
1547,2022-04-07 17:00:00,3,LUNA,101.8963
1548,2022-04-07 17:00:00,4,LUNA,101.92
1549,2022-04-07 17:00:00,5,LUNA,101.88
1550,2022-04-07 17:00:00,1,ADA,1.088
1551,2022-04-07 17:00:00,2,ADA,1.087
1552,2022-04-07 17:00:00,3,ADA,1.087766
1553,2022-04-07 17:00:00,4,ADA,1.086513
1554,2022-04-07 17:00:00,5,ADA,1.088065
1555,2022-04-07 17:00:00,1,DOT,20.48
1556,2022-04-07 17:00:00,2,DOT,20.46
1557,2022-04-07 17:00:00,3,DOT,20.4739
1558,2022-04-07 17:00:00,4,DOT,20.4649
1559,2022-04-07 17:00:00,5,DOT,20.484
1560,2022-04-07 18:00:00,1,BTC,43497.39
1561,2022-04-07 18:00:00,2,BTC,43522.81
1562,2022-04-07 18:00:00,3,BTC,43492.67
1563,2022-04-07 18:00:00,4,BTC,43532.6
1564,2022-04-07 18:00:00,5,BTC,43495.0
1565,2022-04-07 18:00:00,1,ETH,3216.05
1566,2022-04-07 18:00:00,2,ETH,3221.35
1567,2022-04-07 18:00:00,3,ETH,3216.13
1568,2022-04-07 18:00:00,4,ETH,3219.23
1569,2022-04-07 18:00:00,5,ETH,3216.4
1570,2022-04-07 18:00:00,1,LTC,113.9
1571,2022-04-07 18:00:00,2,LTC,114.01
1572,2022-04-07 18:00:00,3,LTC,113.9
1573,2022-04-07 18:00:00,4,LTC,113.91
1574,2022-04-07 18:00:00,5,LTC,113.905
1575,2022-04-07 18:00:00,1,LUNA,101.92
1576,2022-04-07 18:00:00,2,LUNA,102.03
1577,2022-04-07 18:00:00,3,LUNA,101.9331
1578,2022-04-07 18:00:00,4,LUNA,102.06
1579,2022-04-07 18:00:00,5,LUNA,101.92
1580,2022-04-07 18:00:00,1,ADA,1.084
1581,2022-04-07 18:00:00,2,ADA,1.0871
1582,2022-04-07 18:00:00,3,ADA,1.084418
1583,2022-04-07 18:00:00,4,ADA,1.08542
1584,2022-04-07 18:00:00,5,ADA,1.08459
1585,2022-04-07 18:00:00,1,DOT,20.34
1586,2022-04-07 18:00:00,2,DOT,20.36
1587,2022-04-07 18:00:00,3,DOT,20.333
1588,2022-04-07 18:00:00,4,DOT,20.3471
1589,2022-04-07 18:00:00,5,DOT,20.368
1590,2022-04-07 19:00:00,1,BTC,43615.04
1591,2022-04-07 19:00:00,2,BTC,43641.93
1592,2022-04-07 19:00:00,3,BTC,43613.01
1593,2022-04-07 19:00:00,4,BTC,43637.8
1594,2022-04-07 19:00:00,5,BTC,43623.0
1595,2022-04-07 19:00:00,1,ETH,3234.15
1596,2022-04-07 19:00:00,2,ETH,3236.84
1597,2022-04-07 19:00:00,3,ETH,3234.78
1598,2022-04-07 19:00:00,4,ETH,3234.48
1599,2022-04-07 19:00:00,5,ETH,3233.6
1600,2022-04-07 19:00:00,1,LTC,114.1
1601,2022-04-07 19:00:00,2,LTC,114.05
1602,2022-04-07 19:00:00,3,LTC,114.0
1603,2022-04-07 19:00:00,4,LTC,114.03
