rid,date,eid,cid,rate
541,2022-04-06 08:00:00,2,BTC,44807.74
542,2022-04-06 08:00:00,3,BTC,44821.39
543,2022-04-06 08:00:00,4,BTC,44825.0
544,2022-04-06 08:00:00,5,BTC,44827.0
545,2022-04-06 08:00:00,1,ETH,3306.18
546,2022-04-06 08:00:00,2,ETH,3303.85
547,2022-04-06 08:00:00,3,ETH,3305.99
548,2022-04-06 08:00:00,4,ETH,3303.17
549,2022-04-06 08:00:00,5,ETH,3306.0
550,2022-04-06 08:00:00,1,LTC,118.7
551,2022-04-06 08:00:00,2,LTC,118.65
552,2022-04-06 08:00:00,3,LTC,118.72
553,2022-04-06 08:00:00,4,LTC,118.65
554,2022-04-06 08:00:00,5,LTC,118.755
555,2022-04-06 08:00:00,1,LUNA,112.31
556,2022-04-06 08:00:00,2,LUNA,112.29
557,2022-04-06 08:00:00,3,LUNA,112.2085
558,2022-04-06 08:00:00,4,LUNA,112.25
559,2022-04-06 08:00:00,5,LUNA,112.32
560,2022-04-06 08:00:00,1,ADA,1.116
561,2022-04-06 08:00:00,2,ADA,1.1109
562,2022-04-06 08:00:00,3,ADA,1.116582
563,2022-04-06 08:00:00,4,ADA,1.115424
564,2022-04-06 08:00:00,5,ADA,1.115695
565,2022-04-06 08:00:00,1,DOT,20.97
566,2022-04-06 08:00:00,2,DOT,20.92
567,2022-04-06 08:00:00,3,DOT,20.9567
568,2022-04-06 08:00:00,4,DOT,20.9274
569,2022-04-06 08:00:00,5,DOT,20.974
570,2022-04-06 09:00:00,1,BTC,44733.65
571,2022-04-06 09:00:00,2,BTC,44811.06
572,2022-04-06 09:00:00,3,BTC,44736.3
573,2022-04-06 09:00:00,4,BTC,44749.1
574,2022-04-06 09:00:00,5,BTC,44746.0
575,2022-04-06 09:00:00,1,ETH,3304.59
576,2022-04-06 09:00:00,2,ETH,3310.65
577,2022-04-06 09:00:00,3,ETH,3304.41
578,2022-04-06 09:00:00,4,ETH,3305.72
579,2022-04-06 09:00:00,5,ETH,3304.4
580,2022-04-06 09:00:00,1,LTC,118.2
581,2022-04-06 09:00:00,2,LTC,118.45
582,2022-04-06 09:00:00,3,LTC,118.22
583,2022-04-06 09:00:00,4,LTC,118.23
584,2022-04-06 09:00:00,5,LTC,118.17
585,2022-04-06 09:00:00,1,LUNA,111.2
586,2022-04-06 09:00:00,2,LUNA,111.06
587,2022-04-06 09:00:00,3,LUNA,111.1953
588,2022-04-06 09:00:00,4,LUNA,111.12
589,2022-04-06 09:00:00,5,LUNA,111.28
590,2022-04-06 09:00:00,1,ADA,1.109
591,2022-04-06 09:00:00,2,ADA,1.1095
592,2022-04-06 09:00:00,3,ADA,1.108633
593,2022-04-06 09:00:00,4,ADA,1.106597
594,2022-04-06 09:00:00,5,ADA,1.107995
595,2022-04-06 09:00:00,1,DOT,20.94
596,2022-04-06 09:00:00,2,DOT,20.96
597,2022-04-06 09:00:00,3,DOT,20.9395
598,2022-04-06 09:00:00,4,DOT,20.9096
599,2022-04-06 09:00:00,5,DOT,20.903
600,2022-04-06 10:00:00,1,BTC,44167.97
601,2022-04-06 10:00:00,2,BTC,44254.75
602,2022-04-06 10:00:00,3,BTC,44173.96
603,2022-04-06 10:00:00,4,BTC,44130.0
604,2022-04-06 10:00:00,5,BTC,44182.0
605,2022-04-06 10:00:00,1,ETH,3257.99
606,2022-04-06 10:00:00,2,ETH,3261.13
607,2022-04-06 10:00:00,3,ETH,3256.84
608,2022-04-06 10:00:00,4,ETH,3253.26
609,2022-04-06 10:00:00,5,ETH,3256.8
610,2022-04-06 10:00:00,1,LTC,116.2
611,2022-04-06 10:00:00,2,LTC,116.21
612,2022-04-06 10:00:00,3,LTC,116.17
613,2022-04-06 10:00:00,4,LTC,115.91
614,2022-04-06 10:00:00,5,LTC,116.16
615,2022-04-06 10:00:00,1,LUNA,110.09
616,2022-04-06 10:00:00,2,LUNA,110.24
617,2022-04-06 10:00:00,3,LUNA,110.0752
618,2022-04-06 10:00:00,4,LUNA,109.93
619,2022-04-06 10:00:00,5,LUNA,110.1
620,2022-04-06 10:00:00,1,ADA,1.103
621,2022-04-06 10:00:00,2,ADA,1.1034
622,2022-04-06 10:00:00,3,ADA,1.103175
623,2022-04-06 10:00:00,4,ADA,1.102143
624,2022-04-06 10:00:00,5,ADA,1.102535
625,2022-04-06 10:00:00,1,DOT,20.49
626,2022-04-06 10:00:00,2,DOT,20.5
627,2022-04-06 10:00:00,3,DOT,20.4921
628,2022-04-06 10:00:00,4,DOT,20.4001
629,2022-04-06 10:00:00,5,DOT,20.484
630,2022-04-06 11:00:00,1,BTC,44237.72
631,2022-04-06 11:00:00,2,BTC,44269.15
632,2022-04-06 11:00:00,3,BTC,44247.46
633,2022-04-06 11:00:00,4,BTC,44260.0
634,2022-04-06 11:00:00,5,BTC,44255.0
635,2022-04-06 11:00:00,1,ETH,3257.35
636,2022-04-06 11:00:00,2,ETH,3257.44
637,2022-04-06 11:00:00,3,ETH,3257.27
638,2022-04-06 11:00:00,4,ETH,3258.01
639,2022-04-06 11:00:00,5,ETH,3256.9
640,2022-04-06 11:00:00,1,LTC,115.8
641,2022-04-06 11:00:00,2,LTC,115.97
642,2022-04-06 11:00:00,3,LTC,115.86
643,2022-04-06 11:00:00,4,LTC,115.92
644,2022-04-06 11:00:00,5,LTC,115.88
645,2022-04-06 11:00:00,1,LUNA,109.03
646,2022-04-06 11:00:00,2,LUNA,109.16
647,2022-04-06 11:00:00,3,LUNA,109.0207
648,2022-04-06 11:00:00,4,LUNA,108.92
649,2022-04-06 11:00:00,5,LUNA,108.9
650,2022-04-06 11:00:00,1,ADA,1.109
651,2022-04-06 11:00:00,2,ADA,1.1085
652,2022-04-06 11:00:00,3,ADA,1.108151
653,2022-04-06 11:00:00,4,ADA,1.108142
654,2022-04-06 11:00:00,5,ADA,1.1082
655,2022-04-06 11:00:00,1,DOT,20.62
656,2022-04-06 11:00:00,2,DOT,20.62
657,2022-04-06 11:00:00,3,DOT,20.6243
658,2022-04-06 11:00:00,4,DOT,20.6063
659,2022-04-06 11:00:00,5,DOT,20.59
660,2022-04-06 12:00:00,1,BTC,44148.74
661,2022-04-06 12:00:00,2,BTC,44157.1
662,2022-04-06 12:00:00,3,BTC,44143.54
663,2022-04-06 12:00:00,4,BTC,44160.7
664,2022-04-06 12:00:00,5,BTC,44146.0
665,2022-04-06 12:00:00,1,ETH,3254.59
666,2022-04-06 12:00:00,2,ETH,3254.96
667,2022-04-06 12:00:00,3,ETH,3254.24
668,2022-04-06 12:00:00,4,ETH,3256.13
669,2022-04-06 12:00:00,5,ETH,3254.7
670,2022-04-06 12:00:00,1,LTC,115.7
671,2022-04-06 12:00:00,2,LTC,115.77
672,2022-04-06 12:00:00,3,LTC,115.72
673,2022-04-06 12:00:00,4,LTC,115.75
674,2022-04-06 12:00:00,5,LTC,115.725
675,2022-04-06 12:00:00,1,LUNA,107.99
676,2022-04-06 12:00:00,2,LUNA,108.19
677,2022-04-06 12:00:00,3,LUNA,108.0121
678,2022-04-06 12:00:00,4,LUNA,108.09
679,2022-04-06 12:00:00,5,LUNA,107.98
680,2022-04-06 12:00:00,1,ADA,1.097
681,2022-04-06 12:00:00,2,ADA,1.097
682,2022-04-06 12:00:00,3,ADA,1.096351
683,2022-04-06 12:00:00,4,ADA,1.095471
684,2022-04-06 12:00:00,5,ADA,1.096365
685,2022-04-06 12:00:00,1,DOT,20.31
686,2022-04-06 12:00:00,2,DOT,20.32
687,2022-04-06 12:00:00,3,DOT,20.2988
688,2022-04-06 12:00:00,4,DOT,20.314
689,2022-04-06 12:00:00,5,DOT,20.335
690,2022-04-06 13:00:00,1,BTC,43745.87
691,2022-04-06 13:00:00,2,BTC,43771.96
692,2022-04-06 13:00:00,3,BTC,43753.08
693,2022-04-06 13:00:00,4,BTC,43750.0
694,2022-04-06 13:00:00,5,BTC,43749.0
695,2022-04-06 13:00:00,1,ETH,3210.21
696,2022-04-06 13:00:00,2,ETH,3213.17
697,2022-04-06 13:00:00,3,ETH,3210.19
698,2022-04-06 13:00:00,4,ETH,3211.02
699,2022-04-06 13:00:00,5,ETH,3210.6
700,2022-04-06 13:00:00,1,LTC,115.1
701,2022-04-06 13:00:00,2,LTC,115.11
702,2022-04-06 13:00:00,3,LTC,115.06
703,2022-04-06 13:00:00,4,LTC,115.09
704,2022-04-06 13:00:00,5,LTC,115.03
705,2022-04-06 13:00:00,1,LUNA,106.87
706,2022-04-06 13:00:00,2,LUNA,106.86
707,2022-04-06 13:00:00,3,LUNA,106.8416
708,2022-04-06 13:00:00,4,LUNA,106.92
709,2022-04-06 13:00:00,5,LUNA,106.84
710,2022-04-06 13:00:00,1,ADA,1.08
711,2022-04-06 13:00:00,2,ADA,1.08
712,2022-04-06 13:00:00,3,ADA,1.080132
713,2022-04-06 13:00:00,4,ADA,1.080493
714,2022-04-06 13:00:00,5,ADA,1.08006
715,2022-04-06 13:00:00,1,DOT,19.96
716,2022-04-06 13:00:00,2,DOT,20.01
717,2022-04-06 13:00:00,3,DOT,19.9695
718,2022-04-06 13:00:00,4,DOT,20.0059
719,2022-04-06 13:00:00,5,DOT,19.961
720,2022-04-06 14:00:00,1,BTC,43761.46
721,2022-04-06 14:00:00,2,BTC,43860.95
722,2022-04-06 14:00:00,3,BTC,43765.6
723,2022-04-06 14:00:00,4,BTC,43758.7
724,2022-04-06 14:00:00,5,BTC,43764.0
725,2022-04-06 14:00:00,1,ETH,3216.53
726,2022-04-06 14:00:00,2,ETH,3224.47
727,2022-04-06 14:00:00,3,ETH,3217.2
728,2022-04-06 14:00:00,4,ETH,3219.44
729,2022-04-06 14:00:00,5,ETH,3217.4
730,2022-04-06 14:00:00,1,LTC,115.4
731,2022-04-06 14:00:00,2,LTC,115.61
732,2022-04-06 14:00:00,3,LTC,115.33
733,2022-04-06 14:00:00,4,LTC,115.45
734,2022-04-06 14:00:00,5,LTC,115.39
735,2022-04-06 14:00:00,1,LUNA,108.17
736,2022-04-06 14:00:00,2,LUNA,108.39
737,2022-04-06 14:00:00,3,LUNA,108.1785
738,2022-04-06 14:00:00,4,LUNA,108.31
739,2022-04-06 14:00:00,5,LUNA,108.16
740,2022-04-06 14:00:00,1,ADA,1.093
741,2022-04-06 14:00:00,2,ADA,1.0913
742,2022-04-06 14:00:00,3,ADA,1.093167
743,2022-04-06 14:00:00,4,ADA,1.092165
744,2022-04-06 14:00:00,5,ADA,1.09361
745,2022-04-06 14:00:00,1,DOT,20.18
746,2022-04-06 14:00:00,2,DOT,20.18
747,2022-04-06 14:00:00,3,DOT,20.1818
748,2022-04-06 14:00:00,4,DOT,20.1287
749,2022-04-06 14:00:00,5,DOT,20.148
750,2022-04-06 15:00:00,1,BTC,43822.29
751,2022-04-06 15:00:00,2,BTC,43808.8
752,2022-04-06 15:00:00,3,BTC,43825.27
753,2022-04-06 15:00:00,4,BTC,43847.7
754,2022-04-06 15:00:00,5,BTC,43825.0
755,2022-04-06 15:00:00,1,ETH,3237.99
756,2022-04-06 15:00:00,2,ETH,3235.08
757,2022-04-06 15:00:00,3,ETH,3238.3
758,2022-04-06 15:00:00,4,ETH,3237.83
759,2022-04-06 15:00:00,5,ETH,3239.0
760,2022-04-06 15:00:00,1,LTC,114.8
761,2022-04-06 15:00:00,2,LTC,114.8
762,2022-04-06 15:00:00,3,LTC,114.84
763,2022-04-06 15:00:00,4,LTC,114.9
764,2022-04-06 15:00:00,5,LTC,114.91
765,2022-04-06 15:00:00,1,LUNA,109.95
766,2022-04-06 15:00:00,2,LUNA,110.01
767,2022-04-06 15:00:00,3,LUNA,109.8958
768,2022-04-06 15:00:00,4,LUNA,110.0
769,2022-04-06 15:00:00,5,LUNA,109.95
770,2022-04-06 15:00:00,1,ADA,1.095
771,2022-04-06 15:00:00,2,ADA,1.0957
772,2022-04-06 15:00:00,3,ADA,1.09536
773,2022-04-06 15:00:00,4,ADA,1.095197
774,2022-04-06 15:00:00,5,ADA,1.094345
775,2022-04-06 15:00:00,1,DOT,20.38
776,2022-04-06 15:00:00,2,DOT,20.36
777,2022-04-06 15:00:00,3,DOT,20.3807
778,2022-04-06 15:00:00,4,DOT,20.3749
779,2022-04-06 15:00:00,5,DOT,20.373
780,2022-04-06 16:00:00,1,BTC,43726.68
781,2022-04-06 16:00:00,2,BTC,43781.02
782,2022-04-06 16:00:00,3,BTC,43729.34
783,2022-04-06 16:00:00,4,BTC,43758.2
784,2022-04-06 16:00:00,5,BTC,43730.0
785,2022-04-06 16:00:00,1,ETH,3222.18
786,2022-04-06 16:00:00,2,ETH,3225.76
787,2022-04-06 16:00:00,3,ETH,3222.48
788,2022-04-06 16:00:00,4,ETH,3224.49
789,2022-04-06 16:00:00,5,ETH,3222.7
790,2022-04-06 16:00:00,1,LTC,114.3
791,2022-04-06 16:00:00,2,LTC,114.28
792,2022-04-06 16:00:00,3,LTC,114.26
793,2022-04-06 16:00:00,4,LTC,114.27
794,2022-04-06 16:00:00,5,LTC,114.25
795,2022-04-06 16:00:00,1,LUNA,109.08
796,2022-04-06 16:00:00,2,LUNA,109.21
797,2022-04-06 16:00:00,3,LUNA,109.0425
798,2022-04-06 16:00:00,4,LUNA,109.17
799,2022-04-06 16:00:00,5,LUNA,109.15
800,2022-04-06 16:00:00,1,ADA,1.096
801,2022-04-06 16:00:00,2,ADA,1.0964
802,2022-04-06 16:00:00,3,ADA,1.095635
803,2022-04-06 16:00:00,4,ADA,1.096478
804,2022-04-06 16:00:00,5,ADA,1.09503
805,2022-04-06 16:00:00,1,DOT,20.34
806,2022-04-06 16:00:00,2,DOT,20.36
807,2022-04-06 16:00:00,3,DOT,20.3281
808,2022-04-06 16:00:00,4,DOT,20.3441
809,2022-04-06 16:00:00,5,DOT,20.347
810,2022-04-06 17:00:00,1,BTC,43877.39
811,2022-04-06 17:00:00,2,BTC,43885.24
812,2022-04-06 17:00:00,3,BTC,43872.24
813,2022-04-06 17:00:00,4,BTC,43901.9
814,2022-04-06 17:00:00,5,BTC,43885.0
815,2022-04-06 17:00:00,1,ETH,3230.58
816,2022-04-06 17:00:00,2,ETH,3235.35
817,2022-04-06 17:00:00,3,ETH,3230.56
818,2022-04-06 17:00:00,4,ETH,3234.92
819,2022-04-06 17:00:00,5,ETH,3231.1
820,2022-04-06 17:00:00,1,LTC,114.5
821,2022-04-06 17:00:00,2,LTC,114.5
822,2022-04-06 17:00:00,3,LTC,114.41
823,2022-04-06 17:00:00,4,LTC,114.55
824,2022-04-06 17:00:00,5,LTC,114.455
825,2022-04-06 17:00:00,1,LUNA,108.91
826,2022-04-06 17:00:00,2,LUNA,108.94
827,2022-04-06 17:00:00,3,LUNA,108.8884
828,2022-04-06 17:00:00,4,LUNA,109.06
829,2022-04-06 17:00:00,5,LUNA,108.97
830,2022-04-06 17:00:00,1,ADA,1.097
831,2022-04-06 17:00:00,2,ADA,1.0982
832,2022-04-06 17:00:00,3,ADA,1.096278
833,2022-04-06 17:00:00,4,ADA,1.097844
834,2022-04-06 17:00:00,5,ADA,1.09577
835,2022-04-06 17:00:00,1,DOT,20.32
836,2022-04-06 17:00:00,2,DOT,20.34
837,2022-04-06 17:00:00,3,DOT,20.3151
838,2022-04-06 17:00:00,4,DOT,20.3142
839,2022-04-06 17:00:00,5,DOT,20.311
840,2022-04-06 18:00:00,1,BTC,43831.8
841,2022-04-06 18:00:00,2,BTC,43863.25
842,2022-04-06 18:00:00,3,BTC,43834.87
843,2022-04-06 18:00:00,4,BTC,43865.6
844,2022-04-06 18:00:00,5,BTC,43836.0
845,2022-04-06 18:00:00,1,ETH,3225.02
846,2022-04-06 18:00:00,2,ETH,3230.85
847,2022-04-06 18:00:00,3,ETH,3224.98
848,2022-04-06 18:00:00,4,ETH,3227.86
849,2022-04-06 18:00:00,5,ETH,3225.3
850,2022-04-06 18:00:00,1,LTC,114.4
851,2022-04-06 18:00:00,2,LTC,114.6
852,2022-04-06 18:00:00,3,LTC,114.5
853,2022-04-06 18:00:00,4,LTC,114.53
854,2022-04-06 18:00:00,5,LTC,114.475
855,2022-04-06 18:00:00,1,LUNA,107.71
856,2022-04-06 18:00:00,2,LUNA,107.86
857,2022-04-06 18:00:00,3,LUNA,107.6961
858,2022-04-06 18:00:00,4,LUNA,107.82
859,2022-04-06 18:00:00,5,LUNA,107.76
860,2022-04-06 18:00:00,1,ADA,1.089
861,2022-04-06 18:00:00,2,ADA,1.0923
862,2022-04-06 18:00:00,3,ADA,1.089086
863,2022-04-06 18:00:00,4,ADA,1.090578
864,2022-04-06 18:00:00,5,ADA,1.08822
865,2022-04-06 18:00:00,1,DOT,20.2
866,2022-04-06 18:00:00,2,DOT,20.26
867,2022-04-06 18:00:00,3,DOT,20.1928
868,2022-04-06 18:00:00,4,DOT,20.2281
869,2022-04-06 18:00:00,5,DOT,20.192
870,2022-04-06 19:00:00,1,BTC,43508.89
871,2022-04-06 19:00:00,2,BTC,43538.53
872,2022-04-06 19:00:00,3,BTC,43511.37
873,2022-04-06 19:00:00,4,BTC,43522.3
874,2022-04-06 19:00:00,5,BTC,43510.0
875,2022-04-06 19:00:00,1,ETH,3188.21
876,2022-04-06 19:00:00,2,ETH,3192.4
877,2022-04-06 19:00:00,3,ETH,3188.33
878,2022-04-06 19:00:00,4,ETH,3188.8
879,2022-04-06 19:00:00,5,ETH,3189.1
880,2022-04-06 19:00:00,1,LTC,113.6
881,2022-04-06 19:00:00,2,LTC,113.7
882,2022-04-06 19:00:00,3,LTC,113.62
883,2022-04-06 19:00:00,4,LTC,113.63
884,2022-04-06 19:00:00,5,LTC,113.655
885,2022-04-06 19:00:00,1,LUNA,107.11
886,2022-04-06 19:00:00,2,LUNA,107.05
887,2022-04-06 19:00:00,3,LUNA,107.1297
888,2022-04-06 19:00:00,4,LUNA,107.02
889,2022-04-06 19:00:00,5,LUNA,107.15
890,2022-04-06 19:00:00,1,ADA,1.071
891,2022-04-06 19:00:00,2,ADA,1.0693
892,2022-04-06 19:00:00,3,ADA,1.070954
893,2022-04-06 19:00:00,4,ADA,1.069667
894,2022-04-06 19:00:00,5,ADA,1.070755
895,2022-04-06 19:00:00,1,DOT,19.92
896,2022-04-06 19:00:00,2,DOT,19.92
897,2022-04-06 19:00:00,3,DOT,19.9303
898,2022-04-06 19:00:00,4,DOT,19.9083
899,2022-04-06 19:00:00,5,DOT,19.904
900,2022-04-06 20:00:00,1,BTC,43153.3
901,2022-04-06 20:00:00,2,BTC,43173.96
902,2022-04-06 20:00:00,3,BTC,43150.21
903,2022-04-06 20:00:00,4,BTC,43179.5
904,2022-04-06 20:00:00,5,BTC,43158.0
905,2022-04-06 20:00:00,1,ETH,3165.88
906,2022-04-06 20:00:00,2,ETH,3169.98
907,2022-04-06 20:00:00,3,ETH,3165.75
908,2022-04-06 20:00:00,4,ETH,3166.72
909,2022-04-06 20:00:00,5,ETH,3165.7
910,2022-04-06 20:00:00,1,LTC,111.5
911,2022-04-06 20:00:00,2,LTC,111.8
912,2022-04-06 20:00:00,3,LTC,111.6
913,2022-04-06 20:00:00,4,LTC,111.71
914,2022-04-06 20:00:00,5,LTC,111.6
915,2022-04-06 20:00:00,1,LUNA,108.0
916,2022-04-06 20:00:00,2,LUNA,108.13
917,2022-04-06 20:00:00,3,LUNA,108.0288
918,2022-04-06 20:00:00,4,LUNA,108.1
919,2022-04-06 20:00:00,5,LUNA,108.04
920,2022-04-06 20:00:00,1,ADA,1.052
921,2022-04-06 20:00:00,2,ADA,1.054
922,2022-04-06 20:00:00,3,ADA,1.052185
923,2022-04-06 20:00:00,4,ADA,1.052902
924,2022-04-06 20:00:00,5,ADA,1.051905
925,2022-04-06 20:00:00,1,DOT,19.83
926,2022-04-06 20:00:00,2,DOT,19.85
927,2022-04-06 20:00:00,3,DOT,19.8194
928,2022-04-06 20:00:00,4,DOT,19.8483
929,2022-04-06 20:00:00,5,DOT,19.829
930,2022-04-06 21:00:00,1,BTC,42895.67
931,2022-04-06 21:00:00,2,BTC,42816.8
932,2022-04-06 21:00:00,3,BTC,42891.69
933,2022-04-06 21:00:00,4,BTC,42896.3
934,2022-04-06 21:00:00,5,BTC,42895.0
935,2022-04-06 21:00:00,1,ETH,3154.79
936,2022-04-06 21:00:00,2,ETH,3148.2
937,2022-04-06 21:00:00,3,ETH,3154.01
938,2022-04-06 21:00:00,4,ETH,3155.2
939,2022-04-06 21:00:00,5,ETH,3154.4
940,2022-04-06 21:00:00,1,LTC,111.0
941,2022-04-06 21:00:00,2,LTC,110.66
942,2022-04-06 21:00:00,3,LTC,111.01
943,2022-04-06 21:00:00,4,LTC,110.89
944,2022-04-06 21:00:00,5,LTC,111.0
945,2022-04-06 21:00:00,1,LUNA,107.46
946,2022-04-06 21:00:00,2,LUNA,107.11
947,2022-04-06 21:00:00,3,LUNA,107.4174
948,2022-04-06 21:00:00,4,LUNA,107.44
949,2022-04-06 21:00:00,5,LUNA,107.46
950,2022-04-06 21:00:00,1,ADA,1.045
951,2022-04-06 21:00:00,2,ADA,1.0449
952,2022-04-06 21:00:00,3,ADA,1.04568
953,2022-04-06 21:00:00,4,ADA,1.044739
954,2022-04-06 21:00:00,5,ADA,1.044875
955,2022-04-06 21:00:00,1,DOT,19.58
956,2022-04-06 21:00:00,2,DOT,19.55
957,2022-04-06 21:00:00,3,DOT,19.5861
958,2022-04-06 21:00:00,4,DOT,19.5992
959,2022-04-06 21:00:00,5,DOT,19.562
960,2022-04-06 22:00:00,1,BTC,43429.43
961,2022-04-06 22:00:00,2,BTC,43365.01
962,2022-04-06 22:00:00,3,BTC,43420.65
963,2022-04-06 22:00:00,4,BTC,43395.1
964,2022-04-06 22:00:00,5,BTC,43416.0
965,2022-04-06 22:00:00,1,ETH,3196.09
966,2022-04-06 22:00:00,2,ETH,3191.42
967,2022-04-06 22:00:00,3,ETH,3195.83
968,2022-04-06 22:00:00,4,ETH,3196.25
969,2022-04-06 22:00:00,5,ETH,3196.0
970,2022-04-06 22:00:00,1,LTC,112.1
971,2022-04-06 22:00:00,2,LTC,112.19
972,2022-04-06 22:00:00,3,LTC,112.21
973,2022-04-06 22:00:00,4,LTC,112.25
974,2022-04-06 22:00:00,5,LTC,112.215
975,2022-04-06 22:00:00,1,LUNA,108.74
976,2022-04-06 22:00:00,2,LUNA,108.82
977,2022-04-06 22:00:00,3,LUNA,108.7355
978,2022-04-06 22:00:00,4,LUNA,108.86
979,2022-04-06 22:00:00,5,LUNA,108.73
980,2022-04-06 22:00:00,1,ADA,1.06
981,2022-04-06 22:00:00,2,ADA,1.0598
982,2022-04-06 22:00:00,3,ADA,1.060589
983,2022-04-06 22:00:00,4,ADA,1.060923
984,2022-04-06 22:00:00,5,ADA,1.05909
985,2022-04-06 22:00:00,1,DOT,20.03
986,2022-04-06 22:00:00,2,DOT,20.04
987,2022-04-06 22:00:00,3,DOT,20.034
988,2022-04-06 22:00:00,4,DOT,20.0568
989,2022-04-06 22:00:00,5,DOT,20.053
990,2022-04-06 23:00:00,1,BTC,43378.87
991,2022-04-06 23:00:00,2,BTC,43380.06
992,2022-04-06 23:00:00,3,BTC,43378.48
993,2022-04-06 23:00:00,4,BTC,43383.4
994,2022-04-06 23:00:00,5,BTC,43378.0
995,2022-04-06 23:00:00,1,ETH,3188.57
996,2022-04-06 23:00:00,2,ETH,3188.68
997,2022-04-06 23:00:00,3,ETH,3188.26
998,2022-04-06 23:00:00,4,ETH,3185.25
999,2022-04-06 23:00:00,5,ETH,3187.2
1000,2022-04-06 23:00:00,1,LTC,112.4
1001,2022-04-06 23:00:00,2,LTC,112.43
1002,2022-04-06 23:00:00,3,LTC,112.37
1003,2022-04-06 23:00:00,4,LTC,112.37
1004,2022-04-06 23:00:00,5,LTC,112.395
1005,2022-04-06 23:00:00,1,LUNA,108.79
1006,2022-04-06 23:00:00,2,LUNA,108.53
1007,2022-04-06 23:00:00,3,LUNA,108.7726
1008,2022-04-06 23:00:00,4,LUNA,108.71
1009,2022-04-06 23:00:00,5,LUNA,108.79
1010,2022-04-06 23:00:00,1,ADA,1.061
1011,2022-04-06 23:00:00,2,ADA,1.0617
1012,2022-04-06 23:00:00,3,ADA,1.061682
1013,2022-04-06 23:00:00,4,ADA,1.060565
1014,2022-04-06 23:00:00,5,ADA,1.059795
1015,2022-04-06 23:00:00,1,DOT,20.05
1016,2022-04-06 23:00:00,2,DOT,20.09
1017,2022-04-06 23:00:00,3,DOT,20.0704
1018,2022-04-06 23:00:00,4,DOT,20.0812
1019,2022-04-06 23:00:00,5,DOT,20.068
1020,2022-04-07 00:00:00,1,BTC,43290.74
1021,2022-04-07 00:00:00,2,BTC,43317.36
1022,2022-04-07 00:00:00,3,BTC,43288.12
1023,2022-04-07 00:00:00,4,BTC,43317.9
1024,2022-04-07 00:00:00,5,BTC,43284.0
1025,2022-04-07 00:00:00,1,ETH,3187.43
1026,2022-04-07 00:00:00,2,ETH,3189.5
1027,2022-04-07 00:00:00,3,ETH,3187.48
1028,2022-04-07 00:00:00,4,ETH,3185.73
1029,2022-04-07 00:00:00,5,ETH,3186.8
1030,2022-04-07 00:00:00,1,LTC,111.8
1031,2022-04-07 00:00:00,2,LTC,111.96
1032,2022-04-07 00:00:00,3,LTC,111.87
1033,2022-04-07 00:00:00,4,LTC,112.0
1034,2022-04-07 00:00:00,5,LTC,111.835
1035,2022-04-07 00:00:00,1,LUNA,108.3
1036,2022-04-07 00:00:00,2,LUNA,108.31
1037,2022-04-07 00:00:00,3,LUNA,108.3184
1038,2022-04-07 00:00:00,4,LUNA,108.57
1039,2022-04-07 00:00:00,5,LUNA,108.38
1040,2022-04-07 00:00:00,1,ADA,1.06
1041,2022-04-07 00:00:00,2,ADA,1.061
1042,2022-04-07 00:00:00,3,ADA,1.060479
1043,2022-04-07 00:00:00,4,ADA,1.060738
1044,2022-04-07 00:00:00,5,ADA,1.059885
1045,2022-04-07 00:00:00,1,DOT,19.97
1046,2022-04-07 00:00:00,2,DOT,19.98
1047,2022-04-07 00:00:00,3,DOT,19.9682
1048,2022-04-07 00:00:00,4,DOT,19.9775
1049,2022-04-07 00:00:00,5,DOT,19.961
1050,2022-04-07 01:00:00,1,BTC,43406.42
1051,2022-04-07 01:00:00,2,BTC,43395.84
1052,2022-04-07 01:00:00,3,BTC,43402.32
1053,2022-04-07 01:00:00,4,BTC,43405.7
1054,2022-04-07 01:00:00,5,BTC,43405.0
1055,2022-04-07 01:00:00,1,ETH,3207.29
1056,2022-04-07 01:00:00,2,ETH,3206.74
1057,2022-04-07 01:00:00,3,ETH,3207.51
1058,2022-04-07 01:00:00,4,ETH,3207.38
1059,2022-04-07 01:00:00,5,ETH,3207.6
1060,2022-04-07 01:00:00,1,LTC,112.3
1061,2022-04-07 01:00:00,2,LTC,112.36
1062,2022-04-07 01:00:00,3,LTC,112.35
1063,2022-04-07 01:00:00,4,LTC,112.35
1064,2022-04-07 01:00:00,5,LTC,112.345
1065,2022-04-07 01:00:00,1,LUNA,108.78
1066,2022-04-07 01:00:00,2,LUNA,108.82
1067,2022-04-07 01:00:00,3,LUNA,108.7667
1068,2022-04-07 01:00:00,4,LUNA,108.78
1069,2022-04-07 01:00:00,5,LUNA,108.78
1070,2022-04-07 01:00:00,1,ADA,1.07
1071,2022-04-07 01:00:00,2,ADA,1.0694
1072,2022-04-07 01:00:00,3,ADA,1.069452
1073,2022-04-07 01:00:00,4,ADA,1.069499
1074,2022-04-07 01:00:00,5,ADA,1.06901
1075,2022-04-07 01:00:00,1,DOT,20.08
1076,2022-04-07 01:00:00,2,DOT,20.06
1077,2022-04-07 01:00:00,3,DOT,20.0761
1078,2022-04-07 01:00:00,4,DOT,20.0602
1079,2022-04-07 01:00:00,5,DOT,20.07
1080,2022-04-07 02:00:00,1,BTC,43384.12
